Label,S1,S2,S3,S4,S5,S6,S7
0,22.20278841,19.62263088,11.2975,17.84625,6.644435634,15.63822266,62.5473011
0,22.18388776,19.58197451,11.2975,17.84625,6.702857961,15.63822266,62.56964121
0,22.16498711,19.54136544,11.2975,17.84625,6.761280288,15.63822266,62.59199449
0,22.14608647,19.50080368,11.2975,17.84625,6.819702615,15.63822266,62.61435986
0,22.12718582,19.46028923,11.2975,17.84625,6.878124941,15.63822266,62.6367367
0,22.10828517,19.41982208,11.2975,17.84625,6.936547268,15.63822266,62.65912403
0,22.08938452,19.37940224,11.2975,17.84625,6.994969595,15.63822266,62.68152346
0,22.07048388,19.33902971,11.2975,17.84625,7.053391922,15.63822266,62.70393778
0,22.05158323,19.29870449,11.2975,17.84625,7.111814249,15.63822266,62.72636786
0,22.03268258,19.25842657,11.2975,17.84625,7.170236575,15.63822266,62.74881553
0,22.01378193,19.21819596,11.2975,17.84625,7.228658902,15.63822266,62.7712812
0,21.99488129,19.17801266,11.2975,17.84625,7.287081229,15.63822266,62.79376415
0,21.97598064,19.13787667,8.2346875,12.8359375,7.345503556,15.63822266,62.81626646
0,21.95707999,19.09778798,8.2346875,12.8359375,7.403925883,15.63822266,62.83879002
0,21.93817934,19.0577466,8.2346875,12.8359375,7.462348209,15.63822266,62.8613336
0,21.9192787,19.01775253,8.2346875,12.8359375,7.520770536,15.63822266,62.88389575
0,21.90037805,18.97780577,8.2346875,12.8359375,7.579192863,15.63822266,62.90647591
0,21.8814774,18.93790631,8.2346875,12.8359375,7.63761519,15.63822266,62.92907235
0,21.86257675,18.89805416,8.2346875,12.8359375,7.696037517,15.63822266,62.95168664
0,21.8436761,18.85824932,8.2346875,12.8359375,7.754459843,15.63822266,62.97432166
0,21.82477546,18.81849178,8.2346875,12.8359375,7.81288217,15.63822266,62.99697676
0,21.80587481,18.77878155,8.2346875,12.8359375,7.871304497,15.63822266,63.01965208
0,21.78697416,18.73911863,8.2346875,12.8359375,7.929726824,15.63822266,63.04234637
0,21.76807351,18.69950302,8.2346875,12.8359375,7.988149151,15.63822266,63.06505657
0,21.74917287,18.65993472,8.2346875,12.8359375,8.046571477,15.63822266,63.08778211
0,21.73027222,18.62041372,8.2346875,12.8359375,8.104993804,15.63822266,63.11052189
0,21.71137157,18.58094003,8.2346875,12.8359375,8.163416131,15.63822266,63.13327431
0,21.69247092,18.54151364,8.2346875,12.8359375,8.221838458,15.63822266,63.15603855
0,21.67357028,18.50213457,8.2346875,12.8359375,8.280260785,15.63822266,63.17881227
0,21.65466963,18.4628028,8.2346875,12.8359375,8.338683111,15.63822266,63.20159283
0,21.63576898,18.42351834,8.2346875,12.8359375,8.397105438,15.63822266,63.2243813
0,21.61686833,18.38428119,8.2346875,12.8359375,8.455527765,15.63822266,63.24717958
0,21.59796769,18.34509134,8.2346875,12.8359375,8.513950092,15.63822266,63.26998752
0,21.57906704,18.3059488,8.2346875,12.8359375,8.572372418,15.63822266,63.29280624
0,21.56016639,18.26685357,8.2346875,12.8359375,8.630794745,15.63822266,63.31563384
0,21.54126574,18.22780564,8.2346875,12.8359375,8.689217072,15.63822266,63.33846664
0,21.5223651,18.18880503,8.2346875,12.8359375,8.747639399,15.63822266,63.36130493
0,21.50346445,18.14985172,8.2346875,12.8359375,8.806061726,15.63822266,63.38414828
0,21.4845638,18.11094572,8.2346875,12.8359375,8.864484052,15.63822266,63.40699619
0,21.46566315,18.07208702,8.2346875,12.8359375,8.922906379,15.63822266,63.4298496
0,21.44676251,18.03327563,8.2346875,12.8359375,8.981328706,15.63822266,63.45270757
0,21.42786186,17.99451156,8.2346875,12.8359375,9.039751033,15.63822266,63.47556916
0,21.40896121,17.95579478,8.2346875,12.8359375,9.09817336,15.63822266,63.49843484
0,21.39006056,17.91712532,8.2346875,12.8359375,9.156595686,15.63822266,63.5213048
0,21.37115992,17.87850316,8.2346875,12.8359375,9.215018013,15.63822266,63.54417924
0,21.35225927,17.83992831,8.2346875,12.8359375,9.27344034,15.63822266,63.56705881
0,21.33335862,17.80140077,8.2346875,12.8359375,9.331862667,15.63822266,63.58994143
0,21.31445797,17.76292053,8.2346875,12.8359375,9.390284994,15.63822266,63.61282404
0,21.29555732,17.7244876,8.2346875,12.8359375,9.44870732,15.63822266,63.6357055
0,21.27665668,17.68610198,8.2346875,12.8359375,9.507129647,15.63822266,63.65858375
0,21.25775603,17.64776367,8.2346875,12.8359375,9.565551974,15.63822266,63.68145838
0,21.23885538,17.60947266,8.2346875,12.8359375,9.623974301,15.63822266,63.70433027
0,21.21995473,17.57122896,8.2346875,12.8359375,9.682396628,15.63822266,63.72719749
0,21.20105409,17.53303257,8.2346875,12.8359375,9.740818954,15.63822266,63.75005845
0,21.18215344,17.49488349,8.2346875,12.8359375,9.799241281,15.63822266,63.77291509
0,21.16325279,17.45678171,8.2346875,12.8359375,9.857663608,15.63822266,63.79576981
0,21.14435214,17.41872724,8.2346875,12.8359375,9.916085935,15.63822266,63.81862413
0,21.1254515,17.38072008,8.2346875,12.8359375,9.974508262,15.63822266,63.84148098
0,21.10655085,17.34276023,8.2346875,12.8359375,10.03293059,15.63822266,63.86433993
0,21.0876502,17.30484768,8.2346875,12.8359375,10.09135292,15.63822266,63.88719924
0,21.06874955,17.26698244,8.2346875,12.8359375,10.14977524,15.63822266,63.91006123
0,21.04984891,17.22916451,8.2346875,12.8359375,10.20819757,15.63822266,63.93292759
0,21.03094826,17.19139389,8.2346875,12.8359375,10.2666199,15.63822266,63.95579764
0,21.01204761,17.15367057,8.2346875,12.8359375,10.32504222,15.63822266,63.97867117
0,20.99314696,17.11599456,8.2346875,12.8359375,10.38346455,15.63822266,64.00154776
0,20.97424632,17.07836586,8.2346875,12.8359375,10.44188688,15.63822266,64.02442606
0,20.95534567,17.04078446,8.2346875,12.8359375,10.5003092,15.63822266,64.04730827
0,20.93644502,17.00325037,8.2346875,12.8359375,10.55873153,15.63822266,64.07019769
0,20.91754437,16.96576359,8.2346875,12.8359375,10.61715386,15.63822266,64.09309452
0,20.89864373,16.92832412,8.2346875,12.8359375,10.67557618,15.63822266,64.11599992
0,20.87974308,16.89093195,8.2346875,12.8359375,10.73399851,15.63822266,64.13891197
0,20.86084243,16.8535871,8.2346875,12.8359375,10.79242084,15.63822266,64.16182642
0,20.84194178,16.81628955,8.2346875,12.8359375,10.85084316,15.63822266,64.18474254
0,20.82304113,16.7790393,8.2346875,12.8359375,10.90926549,15.63822266,64.20765842
0,20.80414049,16.74183637,8.2346875,12.8359375,10.96768782,15.63822266,64.23057297
0,20.78523984,16.70468074,8.2346875,12.8359375,11.02611014,15.63822266,64.25348656
0,20.76633919,16.66757242,6.702460938,8.142148438,11.08453247,15.63822266,64.27639631
0,20.74743854,16.6305114,6.702460938,8.142148438,11.1429548,15.63822266,64.29929923
0,20.7285379,16.5934977,6.702460938,8.142148438,11.20137712,15.63822266,64.32219768
0,20.70963725,16.5565313,6.702460938,8.142148438,11.25979945,15.63822266,64.34509486
0,20.6907366,16.51961221,6.702460938,8.142148438,11.31822178,15.63822266,64.36799178
0,20.67183595,16.48274042,6.702460938,8.142148438,11.3766441,15.63822266,64.39089132
0,20.65293531,16.44591594,6.702460938,8.142148438,11.43506643,15.63822266,64.41379154
0,20.63403466,16.40913877,6.702460938,8.142148438,11.49348876,15.63822266,64.43668812
0,20.61513401,16.37240891,6.702460938,8.142148438,11.55191109,15.63822266,64.45958262
0,20.59623336,16.33572636,6.702460938,8.142148438,11.61033341,15.63822266,64.48247546
0,20.57733272,16.29909111,6.702460938,8.142148438,11.66875574,15.63822266,64.50536634
0,20.55843207,16.26250317,6.702460938,8.142148438,11.72717807,15.63822266,64.52825677
0,20.53953142,16.22596254,6.702460938,8.142148438,11.78560039,15.63822266,64.55114592
0,20.52063077,16.18946921,6.702460938,8.142148438,11.84402272,15.63822266,64.57403268
0,20.50173013,16.15302319,6.702460938,8.142148438,11.90244505,15.63822266,64.59691864
0,20.48282948,16.11662448,6.702460938,8.142148438,11.96086737,15.63822266,64.61980539
0,20.46392883,16.08027308,6.702460938,8.142148438,12.0192897,15.63822266,64.64269358
0,20.44502818,16.04396899,6.702460938,8.142148438,12.07771203,15.63822266,64.66558461
0,20.42612754,16.0077122,6.702460938,8.142148438,12.13613435,15.63822266,64.6884772
0,20.40722689,15.97150272,6.702460938,8.142148438,12.19455668,15.63822266,64.71136879
0,20.38832624,15.93534054,6.702460938,8.142148438,12.25297901,15.63822266,64.73425928
0,20.36942559,15.89922568,6.702460938,8.142148438,12.31140133,15.63822266,64.75714774
0,20.35052495,15.86315812,6.702460938,8.142148438,12.36982366,15.63822266,64.78003436
0,20.3316243,15.82713787,6.702460938,8.142148438,12.42824599,15.63822266,64.80292063
0,20.31272365,15.79116492,6.702460938,8.142148438,12.48666831,15.63822266,64.82580551
0,20.293823,15.75523929,6.702460938,8.142148438,12.54509064,15.63822266,64.84868817
0,20.27492235,15.71936096,6.702460938,8.142148438,12.60351297,15.63822266,64.87156984
0,20.25602171,15.68352994,6.702460938,8.142148438,12.66193529,15.63822266,64.89445162
0,20.23712106,15.64774622,6.702460938,8.142148438,12.72035762,15.63822266,64.91733443
0,18.21475177,12.09223087,6.702460938,8.142148438,18.97154659,15.63822266,67.36637455
0,18.19585112,12.06155635,6.702460938,8.142148438,19.02996891,15.63822266,67.38925545
0,18.17695047,12.03092914,6.702460938,8.142148438,19.08839124,15.63822266,67.41213976
0,18.15804982,12.00034924,6.702460938,8.142148438,19.14681357,15.63822266,67.43502603
0,18.13914918,11.96981664,6.702460938,8.142148438,19.2052359,15.63822266,67.45791223
0,18.12024853,11.93933136,6.702460938,8.142148438,19.26365822,15.63822266,67.4807972
0,18.10134788,11.90889338,6.702460938,8.142148438,19.32208055,15.63822266,67.50367907
0,18.08244723,11.87850271,6.702460938,8.142148438,19.38050288,15.63822266,67.52655728
0,18.06354659,11.84815934,6.702460938,8.142148438,19.4389252,15.63822266,67.54943202
0,18.04464594,11.81786328,6.702460938,8.142148438,19.49734753,15.63822266,67.57230138
0,18.02574529,11.78761453,6.702460938,8.142148438,19.55576986,15.63822266,67.59516362
0,18.00684464,11.75741309,6.702460938,8.142148438,19.61419218,15.63822266,67.61801887
0,17.987944,11.72725896,6.702460938,8.142148438,19.67261451,15.63822266,67.6408672
0,17.96904335,11.69715213,6.702460938,8.142148438,19.73103684,15.63822266,67.66370834
0,17.9501427,11.66709261,6.702460938,8.142148438,19.78945916,15.63822266,67.68654268
0,17.93124205,11.63708039,6.702460938,8.142148438,19.84788149,15.63822266,67.70936836
0,17.91234141,11.60711549,6.702460938,8.142148438,19.90630382,15.63822266,67.73218266
0,17.89344076,11.57719789,6.702460938,8.142148438,19.96472614,15.63822266,67.75498507
0,17.87454011,11.5473276,6.702460938,8.142148438,20.02314847,15.63822266,67.7777745
0,17.85563946,11.51750462,6.702460938,8.142148438,20.0815708,15.63822266,67.8005512
0,17.83673882,11.48772894,6.702460938,8.142148438,20.13999312,15.63822266,67.82331682
0,17.81783817,11.45800057,6.702460938,8.142148438,20.19841545,15.63822266,67.84607098
0,17.79893752,11.42831951,6.702460938,8.142148438,20.25683778,15.63822266,67.86881382
0,17.78003687,11.39868575,6.702460938,8.142148438,20.3152601,15.63822266,67.8915454
0,17.76113623,11.36909931,6.702460938,8.142148438,20.37368243,15.63822266,67.91426504
0,17.74223558,11.33956017,6.702460938,8.142148438,20.43210476,15.63822266,67.93697354
0,17.72333493,11.31006834,6.702460938,8.142148438,20.49052708,15.63822266,67.95967183
0,17.70443428,11.28062381,6.702460938,8.142148438,20.54894941,15.63822266,67.98235781
0,17.68553364,11.2512266,6.702460938,8.142148438,20.60737174,15.63822266,68.00502876
0,17.66663299,11.22187669,6.702460938,8.142148438,20.66579407,15.63822266,68.02768337
0,17.64773234,11.19257408,6.702460938,8.142148438,20.72421639,15.63822266,68.05031927
0,17.62883169,11.16331879,6.702460938,8.142148438,20.78263872,15.63822266,68.07293663
0,17.60993104,11.1341108,6.702460938,8.142148438,20.84106105,15.63822266,68.09553695
0,17.5910304,11.10495012,6.702460938,8.142148438,20.89948337,15.63822266,68.11811846
0,17.57212975,11.07583675,6.702460938,8.142148438,20.9579057,15.63822266,68.14067996
0,17.5532291,11.04677068,6.702460938,8.142148438,21.01632803,15.63822266,68.16322235
0,17.53432845,11.01775192,6.702460938,8.142148438,21.07475035,15.63822266,68.18574622
0,17.51542781,10.98878047,6.702460938,8.142148438,21.13317268,15.63822266,68.20825246
0,17.49652716,10.95985633,6.702460938,8.142148438,21.19159501,15.63822266,68.23074281
0,17.47762651,10.93097949,6.702460938,8.142148438,21.25001733,15.63822266,68.25321632
0,17.45872586,10.90214997,6.702460938,8.142148438,21.30843966,15.63822266,68.27567136
0,17.43982522,10.87336775,6.702460938,8.142148438,21.36686199,15.63822266,68.2981088
0,17.42092457,10.84463283,6.702460938,8.142148438,21.42528431,15.63822266,68.32052898
0,17.40202392,10.81594523,6.702460938,8.142148438,21.48370664,15.63822266,68.34293161
0,17.38312327,10.78730493,6.702460938,8.142148438,21.54212897,15.63822266,68.36531705
0,17.36422263,10.75871194,6.702460938,8.142148438,21.60055129,15.63822266,68.38768483
0,17.34532198,10.73016625,6.702460938,8.142148438,21.65897362,15.63822266,68.41003423
0,17.32642133,10.70166787,6.702460938,8.142148438,21.71739595,15.63822266,68.43236619
0,17.30752068,10.67321681,6.702460938,8.142148438,21.77581827,15.63822266,68.45468195
0,17.28862004,10.64481304,6.702460938,8.142148438,21.8342406,15.63822266,68.47698168
0,17.26971939,10.61645659,6.702460938,8.142148438,21.89266293,15.63822266,68.49926603
0,17.25081874,10.58814744,6.702460938,8.142148438,21.95108525,15.63822266,68.52153318
0,17.23191809,10.5598856,6.702460938,8.142148438,22.00950758,15.63822266,68.54377996
0,17.21301745,10.53167107,6.702460938,8.142148438,22.06792991,15.63822266,68.56600534
0,17.1941168,10.50350384,6.702460938,8.142148438,22.12635223,15.63822266,68.58820733
0,17.17521615,10.47538393,6.702460938,8.142148438,22.18477456,15.63822266,68.61038512
0,17.1563155,10.44731132,6.702460938,8.142148438,22.24319689,15.63822266,68.63253898
0,17.13741486,10.41928601,6.702460938,8.142148438,22.30161922,15.63822266,68.65466654
0,17.11851421,10.39130802,6.702460938,8.142148438,22.36004154,15.63822266,68.67676552
0,17.09961356,10.36337733,6.702460938,8.142148438,22.41846387,15.63822266,68.69883703
0,17.08071291,10.33549395,6.702460938,8.142148438,22.4768862,15.63822266,68.72088247
0,17.06181226,10.30765788,6.702460938,8.142148438,22.53530852,15.63822266,68.74290217
0,17.04291162,10.27986911,6.702460938,8.142148438,22.59373085,15.63822266,68.76489763
0,17.02401097,10.25212765,6.702460938,8.142148438,22.65215318,15.63822266,68.78686707
0,17.00511032,10.2244335,6.702460938,8.142148438,22.7105755,15.63822266,68.80880723
0,16.98620967,10.19678666,6.702460938,8.142148438,22.76899783,15.63822266,68.83071858
0,16.96730903,10.16918712,6.702460938,8.142148438,22.82742016,15.63822266,68.85260084
0,16.94840838,10.14163489,6.702460938,8.142148438,22.88584248,15.63822266,68.87445454
0,16.92950773,10.11412997,6.702460938,8.142148438,22.94426481,15.63822266,68.89628194
0,16.91060708,10.08667236,6.702460938,8.142148438,23.00268714,15.63822266,68.91808298
0,16.89170644,10.05926205,6.702460938,8.142148438,23.06110946,15.63822266,68.93985795
0,16.87280579,10.03189905,6.702460938,8.142148438,23.11953179,15.63822266,68.96160803
0,16.85390514,10.00458336,6.702460938,8.142148438,23.17795412,15.63822266,68.98333386
0,16.83500449,9.977314973,6.702460938,8.142148438,23.23637644,15.63822266,69.00503697
0,16.81610385,9.950093895,6.702460938,8.142148438,23.29479877,15.63822266,69.02671926
0,16.7972032,9.922920125,6.702460938,8.142148438,23.3532211,15.63822266,69.0483794
0,16.77830255,9.895793663,6.702460938,8.142148438,23.41164342,15.63822266,69.07001519
0,16.7594019,9.868714508,6.702460938,8.142148438,23.47006575,15.63822266,69.09162641
0,16.74050126,9.84168266,6.702460938,8.142148438,23.52848808,15.63822266,69.11321176
0,16.72160061,9.81469812,6.702460938,8.142148438,23.5869104,15.63822266,69.13477238
0,16.70269996,9.787760887,6.702460938,8.142148438,23.64533273,15.63822266,69.15631092
0,16.68379931,9.760870961,6.702460938,8.142148438,23.70375506,15.63822266,69.17782667
0,16.66489867,9.734028343,6.702460938,8.142148438,23.76217739,15.63822266,69.19931948
0,16.64599802,9.707233032,6.702460938,8.142148438,23.82059971,15.63822266,69.22078963
0,16.62709737,9.680485029,6.702460938,8.142148438,23.87902204,15.63822266,69.24223635
0,16.60819672,9.653784333,6.702460938,8.142148438,23.93744437,15.63822266,69.26366017
0,16.58929607,9.627130944,6.702460938,8.142148438,23.99586669,15.63822266,69.28506179
0,16.57039543,9.600524863,6.702460938,8.142148438,24.05428902,15.63822266,69.30644047
0,16.55149478,9.573966089,6.702460938,8.142148438,24.11271135,15.63822266,69.32779554
0,16.53259413,9.547454623,6.702460938,8.142148438,24.17113367,15.63822266,69.34912673
0,16.51369348,9.520990464,6.702460938,8.142148438,24.229556,15.63822266,69.37043334
0,16.49479284,9.494573612,6.702460938,8.142148438,24.28797833,15.63822266,69.39171661
0,16.47589219,9.468204068,6.702460938,8.142148438,24.34640065,15.63822266,69.41297862
0,16.45699154,9.441881831,6.702460938,8.142148438,24.40482298,15.63822266,69.43421987
0,16.43809089,9.415606901,6.702460938,8.142148438,24.46324531,15.63822266,69.45544154
0,16.41919025,9.389379279,6.702460938,8.142148438,24.52166763,15.63822266,69.47664376
0,16.4002896,9.363198965,6.702460938,8.142148438,24.58008996,15.63822266,69.49782579
0,16.38138895,9.337065957,6.702460938,8.142148438,24.63851229,15.63822266,69.51898881
0,16.3624883,9.310980257,6.702460938,8.142148438,24.69693461,15.63822266,69.54013382
0,16.34358766,9.284941865,6.702460938,8.142148438,24.75535694,15.63822266,69.56125877
0,16.32468701,9.25895078,6.702460938,8.142148438,24.81377927,15.63822266,69.58236109
0,16.30578636,9.233007002,6.702460938,8.142148438,24.87220159,15.63822266,69.60343915
0,16.28688571,9.207110531,6.702460938,8.142148438,24.93062392,15.63822266,69.62449015
0,16.26798507,9.181261368,6.702460938,8.142148438,24.98904625,15.63822266,69.64551396
0,16.24908442,9.155459513,6.702460938,8.142148438,25.04746857,15.63822266,69.66651161
0,15.36075398,7.996135031,7.414140625,4.078574219,27.79331793,14.11769531,70.61852414
0,15.34185333,7.97260393,7.414140625,4.078574219,27.85174026,14.11769531,70.63813617
0,15.32295269,7.949120136,7.414140625,4.078574219,27.91016259,14.11769531,70.65772423
0,15.30405204,7.92568365,7.414140625,4.078574219,27.96858491,14.11769531,70.67728678
0,15.28515139,7.902294471,7.414140625,4.078574219,28.02700724,14.11769531,70.69682606
0,15.26625074,7.878952599,7.414140625,4.078574219,28.08542957,14.11769531,70.71634456
0,15.2473501,7.855658035,7.414140625,4.078574219,28.14385189,14.11769531,70.73584378
0,15.22844945,7.832410779,7.414140625,4.078574219,28.20227422,14.11769531,70.7553266
0,15.2095488,7.809210829,7.414140625,4.078574219,28.26069655,14.11769531,70.77479199
0,15.19064815,7.786058187,7.414140625,4.078574219,28.31911888,14.11769531,70.79423728
0,15.17174751,7.762952853,7.414140625,4.078574219,28.3775412,14.11769531,70.81366414
0,15.15284686,7.739894826,7.414140625,4.078574219,28.43596353,14.11769531,70.8330733
0,15.13394621,7.716884106,7.414140625,4.078574219,28.49438586,14.11769531,70.85246454
0,15.11504556,7.693920693,7.414140625,4.078574219,28.55280818,14.11769531,70.87183876
0,15.09614492,7.671004588,7.414140625,4.078574219,28.61123051,14.11769531,70.89119532
0,15.07724427,7.648135791,7.414140625,4.078574219,28.66965284,14.11769531,70.91053314
0,15.05834362,7.625314301,7.414140625,4.078574219,28.72807516,14.11769531,70.92985357
0,15.03944297,7.602540118,7.414140625,4.078574219,28.78649749,14.11769531,70.94915815
0,15.02054233,7.579813242,7.414140625,4.078574219,28.84491982,14.11769531,70.96844702
0,15.00164168,7.557133674,7.414140625,4.078574219,28.90334214,14.11769531,70.98772097
0,14.98274103,7.534501414,7.414140625,4.078574219,28.96176447,14.11769531,71.00697959
0,14.96384038,7.51191646,7.414140625,4.078574219,29.0201868,14.11769531,71.02622165
0,14.94493973,7.489378814,7.414140625,4.078574219,29.07860912,14.11769531,71.04544743
0,14.92603909,7.466888476,7.414140625,4.078574219,29.13703145,14.11769531,71.0646569
0,14.90713844,7.444445445,7.414140625,4.078574219,29.19545378,14.11769531,71.08384991
0,14.88823779,7.422049721,7.414140625,4.078574219,29.2538761,14.11769531,71.10302685
0,14.86933714,7.399701305,7.414140625,4.078574219,29.31229843,14.11769531,71.12218725
0,14.8504365,7.377400196,7.414140625,4.078574219,29.37072076,14.11769531,71.14133057
0,14.83153585,7.355146394,7.414140625,4.078574219,29.42914308,14.11769531,71.16045857
0,14.8126352,7.3329399,7.414140625,4.078574219,29.48756541,14.11769531,71.17957363
0,14.79373455,7.310780713,7.414140625,4.078574219,29.54598774,14.11769531,71.19867698
0,14.77483391,7.288668834,7.414140625,4.078574219,29.60441006,14.11769531,71.21777076
0,14.75593326,7.266604262,7.414140625,4.078574219,29.66283239,14.11769531,71.23685537
0,14.73703261,7.244586997,7.414140625,4.078574219,29.72125472,14.11769531,71.25593028
0,14.71813196,7.22261704,7.414140625,4.078574219,29.77967704,14.11769531,71.27499747
0,14.69923132,7.20069439,7.414140625,4.078574219,29.83809937,14.11769531,71.2940586
0,14.68033067,7.178819047,7.414140625,4.078574219,29.8965217,14.11769531,71.31311338
0,14.66143002,7.156991012,7.414140625,4.078574219,29.95494403,14.11769531,71.33216162
0,14.64252937,7.135210285,7.414140625,4.078574219,30.01336635,14.11769531,71.35120334
0,14.62362873,7.113476864,7.414140625,4.078574219,30.07178868,14.11769531,71.3702378
0,14.60472808,7.091790751,7.414140625,4.078574219,30.13021101,14.11769531,71.38926668
0,14.58582743,7.070151946,7.414140625,4.078574219,30.18863333,14.11769531,71.40829246
0,14.56692678,7.048560448,7.414140625,4.078574219,30.24705566,14.11769531,71.42731532
0,14.54802614,7.027016257,7.414140625,4.078574219,30.30547799,14.11769531,71.44633603
0,14.52912549,7.005519374,7.414140625,4.078574219,30.36390031,14.11769531,71.46535313
0,14.51022484,6.984069798,7.414140625,4.078574219,30.42232264,14.11769531,71.48436345
0,14.49132419,6.962667529,7.414140625,4.078574219,30.48074497,14.11769531,71.50336625
0,14.47242354,6.941312568,7.414140625,4.078574219,30.53916729,14.11769531,71.52235994
0,14.4535229,6.920004914,7.414140625,4.078574219,30.59758962,14.11769531,71.54134343
0,14.43462225,6.898744567,7.414140625,4.078574219,30.65601195,14.11769531,71.56031667
0,14.4157216,6.877531528,7.414140625,4.078574219,30.71443427,14.11769531,71.57927717
0,14.39682095,6.856365797,7.414140625,4.078574219,30.7728566,14.11769531,71.59822229
0,14.37792031,6.835247372,7.414140625,4.078574219,30.83127893,14.11769531,71.61715338
0,14.35901966,6.814176256,7.414140625,4.078574219,30.88970125,14.11769531,71.63607233
0,14.34011901,6.793152446,7.414140625,4.078574219,30.94812358,14.11769531,71.65497933
0,14.32121836,6.772175944,7.414140625,4.078574219,31.00654591,14.11769531,71.67387593
0,14.30231772,6.751246749,7.414140625,4.078574219,31.06496823,14.11769531,71.69276002
0,14.28341707,6.730364862,7.414140625,4.078574219,31.12339056,14.11769531,71.71162763
0,14.26451642,6.709530282,7.414140625,4.078574219,31.18181289,14.11769531,71.73047913
0,14.24561577,6.688743009,7.414140625,4.078574219,31.24023521,14.11769531,71.74931402
0,14.22671513,6.668003044,7.414140625,4.078574219,31.29865754,14.11769531,71.76813254
0,14.20781448,6.647310386,7.414140625,4.078574219,31.35707987,14.11769531,71.78693684
0,14.18891383,6.626665036,7.414140625,4.078574219,31.4155022,14.11769531,71.80572648
0,14.17001318,6.606066993,7.414140625,4.078574219,31.47392452,14.11769531,71.82450131
0,14.15111254,6.585516257,7.414140625,4.078574219,31.53234685,14.11769531,71.84326221
0,14.13221189,6.565012829,7.414140625,4.078574219,31.59076918,14.11769531,71.8620094
0,14.11331124,6.544556708,7.414140625,4.078574219,31.6491915,14.11769531,71.88074402
0,14.09441059,6.524147895,7.414140625,4.078574219,31.70761383,14.11769531,71.8994676
0,14.07550995,6.503786389,7.414140625,4.078574219,31.76603616,14.11769531,71.91817785
0,14.0566093,6.48347219,7.414140625,4.078574219,31.82445848,14.11769531,71.93687132
0,14.03770865,6.463205299,7.414140625,4.078574219,31.88288081,14.11769531,71.95554691
